theme,title,text
science,ученые: изменение климата отложило ледниковый период на 100 тыс лет,"глобальные климатические перестройки, связанные с изменением климата и человеческими выбросами со2, уже повлияли на долгосрочные колебания климата на земле и ""сдвинули"" время наступления следующего ледникового периода на 100 тысяч лет в будущее, заявляют климатологи в статье, опубликованной в журнале nature. ""даже без изменения климата следующий ледниковый период не настал бы раньше, чем через 50 тысяч лет, что делает современную геологическую эпоху, голоцен, необычно длинной с точки зрения промежутков между оледенениями. наше исследование показало, что даже текущих, относительно небольших антропогенных выбросов со2 хватит для того, чтобы задержать наступление ледников еще на 50 тысяч лет"", — заявил андрей ганопольский из потсдамского института климатических исследований (германия). ганопольский и его коллеги по институту пришли к такому выводу, создав новую климатическую модель земли, которая описывает долгосрочные изменения климата, совпадающие по своей длине с циклами наступления и отступления ледников, и учитывает изменения в уровне со2 и других парниковых газов, которые происходят в результате движения льдов. как показали расчеты немецких климатологов, следующий ледниковый период мог наступить на земле уже сегодня, если бы человечество полностью отказалось не только от машин и промышленности, но и от сельского хозяйства. в таком случае уровень со2 в атмосфере был бы чуть ниже той критической отметки, при пересечении которой климат планеты необратимо поменялся, что отложило наступление ледникового периода на 50 тысяч лет.  эти изменения, как пишут ученые, связаны с тем, что массы и объемы льдов в заполярье в северном полушарии начинают расти только в том случае, если температура в день летнего солнцестояния находится ниже определенного значения, которое, в свою очередь, зависит от доли парниковых газов в атмосфере. этот показатель мы достигли, если верить выкладкам ганопольского и его соратников, еще в 19 веке, когда появились первые машины и человечество начало активно сжигать уголь и другие полезные ископаемые. "
science,"европейский телескоп-охотник за черными дырами ""открыл глаза"" в чили","европейская южная обсерватория получила первые снимки при помощи оптического интерферометра gravity, предназначенного для поиска и наблюдений за черными дырами в нашей галактике при помощи виртуального телескопа диаметром в 200 метров, сообщает пресс-служба eso. ""во время первого включения, впервые в истории оптической интерферометрии с длинными базами, gravity смог получать картинку на протяжении нескольких минут, что в сотни раз больше, чем удавалось раньше сделать при помощи других интерферометров"", — заявил франк айзенхауэр (frank eisenhauer) из института внеземной физики в гархинге (германия), руководитель проекта. еще в середине 60 годов прошлого века советские астрофизики показали, что несколько удаленных друг от друга радиотарелок можно объединить в гигантский виртуальный радиотелескоп-интерферометр. на сегодняшний день существуют десятки подобных сетей, в которых объединены мощности телескопов из самых разных уголков земли и даже из космоса в российском проекте ""радиоастрон"". попытки реализовать подобные проекты в оптическом диапазоне столкнулись с множеством трудностей, связанных с тем, что длина волны света гораздо короче, чем у радиоволн, что накладывает гораздо  более высокие требования на стабильность сигнала, его синхронизацию и ""сборку"" в единое целое.  "
science,"ученые выяснили, почему женская хромосома почти не нужна для выживания","женская х-хромосома содержит в себе минимальный набор критически важных для выживания генов по той причине, что у нее нет ""архивной копии"", как у всех других хромосом, что снижает активность генов и приводит к их быстрому выходу из строя, говорится в статье, опубликованной в журнале plos biology. ""в нашем организме есть всего одна активная х-хромосома. это означает, что высокоактивные гены просто не могут ""жить"" в ней, и все гены, которые критически важны для нашего выживания, являются крайне активными. это можно сравнить с дорогами – дорога с двумя полосами всегда будет ехать быстрее и вмещать в себя больше машин, чем однополосный тракт"", — заявил лоренс хурст (laurence hurst) из университета бата (великобритания). по словам генетика, в последние годы странности в работе двух половых хромосом – мужской y и женской x-хромосомы  — все больше привлекают внимание ученых. сейчас генетики активно дискутируют о том, исчезнет ли мужская хромосома полностью, а также пытаются понять, почему х-хромосома ""включается"" только в определенных органах и почти не содержит в себе генов, без которых наш организм не может выжить. хурст и его коллеги предположили, что эти странности в работе женской хромосомы связаны с тем, что в организме и мужчин, и женщин, активна всего одна такая нить днк. в прошлом, когда предки млекопитающих обладали другой системой определения полов, ""прародительница"" х-хромосомы ничем не отличалась от других хромосом и обладала теми же свойствами.  "
science,медики создали первую универсальную вакцину от вируса лихорадки эбола,"американские молекулярные биологи и медики заявили об успешном испытании первой многоцелевой вакцины от лихорадки эбола, способной нейтрализовать два самых опасных штамма этого вируса, говорится в статье, опубликованной в журнале scientific reports. ""универсальная иммунотерапия, работающая против разных штаммов вируса эболы, станет серьезным прорывом для нас, так как сейчас мы не можем предсказать, какой из пяти штаммов патогена вызовет следующую эпидемию. кроме того, эту вакцину можно использовать в профилактических целях для защиты медиков, работающих с пациентами с эболой"", — заявил джонатан лай (jonathan lai) из иешива-университета в нью-йорке (сша). лай и его коллеги уже несколько лет работают над созданием различных вакцин и прививок от эболы, способных защитить человека от заражения этой болезнью и минимизировать шансы на смерть, если это все же произошло. с момента открытия эболы в 1976 году ученые выяснили, что на земле существует не один, а пять разновидностей этого вируса. самыми опасными среди них считаются два подвида вируса – заирская эбола, виновница эпидемии 2014 года, а также суданская эбола, в прошлом вызвавшая крупные вспышки лихорадки. три других штамма – рестон, тай-форест и бундибугио – не вызывали масштабных эпидемий и встречаются преимущественно среди шимпанзе и летучих мышей. "
science,источник в опк: роскосмос и раньше мог ограничить выезд за рубеж,"ограничения в выезде за рубеж для сотрудников ракетно-космической промышленности, владеющих сведениями, составляющими государственную тайну, существовали в роскосмосе и раньше, заявил риа новости источник в оборонно-промышленном комплексе россии. ""известия"" сообщили в среду, что роскосмос решило ограничить выезд за рубеж для сотрудников ракетно-космической отрасли, владеющих сведениями, составляющими государственную тайну, в целях обеспечения личной безопасности работников предприятий, обеспечения защиты государственной тайны, за исключением случаев получения квалифицированной медицинской помощи за рубежом при отсутствии такой возможности в рф. газета ссылается на копию письма врио руководителя роскосмоса александра иванова. ""ничего нового в этой информации нет. люди, имеющие первую и вторую формы допуска к работе со сведениями, составляющими государственную тайну, в том числе работающие в структурах роскосмоса, и до появления документа, на который ссылается газета, были ограничены в праве выбора места отдыха за пределами россии. причем это ограничение могло действовать в течение ряда лет и после увольнения с ""секретной"" должности"", – сказал собеседник риа новости. он подчеркнул, что ""никто не неволит военнослужащего или работника опк идти на должность, связанную с секретными сведениями – соответствующие обязательства он принимает в добровольном порядке и заверяет свое согласие на ограничения в правах личной подписью"". ""эти ограничения, кстати сказать, компенсируются денежными выплатами ""за секретность"". к тому же, подобная практика существует во всех государствах, заботящихся о национальной безопасности"", – добавил собеседник агентства."
science,ученые: собаки умеют распознавать эмоции на лицах и в голосах людей,"британские исследователи подтвердили подозрения многих хозяев собак – ""лучшие друзья человека"" действительно умеют распознавать то, как эмоции отражаются на лице и в голосе даже незнакомых им людей, говорится в статье, опубликованной в журнале biology letters. в последние годы ученые находят все больше подтверждений в пользу того, что собаки умеют сопереживать хозяину, чувствовать его эмоции и даже манипулировать ими, глядя человеку в глаза и устанавливая с ним эмоциональную связь. непонятным оставалось то, характерно ли подобное поведение для собак только при контакте с хорошо знакомым им хозяином, или же со всеми людьми. дэниел миллс (daniel mills) из университета линкольна (великобритания) и его коллеги показали, что на самом деле собаки способны распознавать эмоции на лицах и в голосах незнакомых им людей и сопоставлять их, наблюдая за поведением 17 ""лучших друзей человека"" разных пород, полов и возрастов. этот эксперимент проводился необычным образом – ученые показывали своим подопечным сразу две вещи: на экран компьютера выводилась фотография лица человека, а через динамики  воспроизводился записанный отрывок из ""злой"" или ""доброй"" речи этого виртуального участника опытов. "
science,сми: более ста дельфинов-гринд выбросились на берег в индии,"свыше ста дельфинов-гринд выбросились на берег штата тамил-наду на юго-востоке индии, примерно половина которых погибла, а другая часть была спасена местными рыбаками, сообщает индийское издание india today. гринды, или черные дельфины — морские млекопитающие из отряда китообразных. тело гринды, достигающее в длину 8,5 метра, полностью черного цвета за исключением белого пятна под подбородком в форме якоря. вес гринды составляет в среднем 800 килограммов, однако встречаются особи весом более двух тонн. различные виды гринд обитают практически по всему миру: как в теплых тропических морях, так и у берегов северной европы. в последние годы гринды часто становятся героями новостей, так как эти животные, по пока неизвестным для экологов и океанологов причинам, практически каждый месяц выбрасываются на берега новой зеландии и ряда других островов и прибрежных районов азии и америки в тихом и индийском океанах. на этот раз подобное происшествие произошло в окрестностях города тиручендур в индийском штате тамил-наду, у берегов индийского океана. на полоску берега длиной в 15 километров в общей сложности выбросилось свыше 100 гринд, 45 из которых умерло до того, как их смогли спасти местные рыбаки. по словам очевидцев, дельфины пытались повторно выброситься на берег после того, как рыбаки вернули их в воду. причиной этого необычного поведения животных, как считает india today, могли послужить два достаточно сильных землетрясения на филиппинах и в индонезии, случившиеся в  понедельник."
science,зонд dawn нашел загадочные белые пятна в других кратерах на церере,"наса опубликовало последние снимки, полученные зондом dawn c самой низкой орбиты в 380 километров от поверхности цереры, на которых можно увидеть новые детали в структуре загадочных белых пятен в кратере оккатор а также их ""собратьев"" в ряде других кратеров. в первых числах декабря зонд dawn завершил последний цикл снижения, в ходе которого он опустился с высоты в 1,47 тысячи километров до всего 385 километров от поверхности цереры. на этот процесс, благодаря низкой мощности ионного двигателя и тому, что ученые хотели, чтобы зонд смотрел на ""солнечную"" сторону карликовой планеты, ушло около шести недель, и только в конце прошлого года dawn начал передавать первые фотографии и данные со своего последнего пристанища. это снижение, как надеется научная команда dawn, поможет ученым разрешить пока одну из главных тайн цереры – то, что собой представляют загадочные белые пятна на ее поверхности, которые были открыты в кратере оккатор еще до подлета зонда к карликовой планете в марте 2015 года. сейчас ученые склоняются в сторону того, что они являются следами извержения экзотических соляных вулканов, однако наблюдения за соседними кратерами, где тоже есть отложения блестящих пород, показали, что они могут быть сложены из водяного льда или других ярких минералов. "
science,"землетрясение магнитудой 5,8 произошло у побережья островов тонга","землетрясение магнитудой 5,8 произошло в центральной части тихого океана близ островов тонга, сообщает в среду геологическая служба сша (usgs). толчки были зафиксированы в среду в 18.55 по местному времени (08.55 мск). очаг землетрясения залегал на глубине 233 километров, эпицентр находился в 149 километрах к северо-западу от города хихифо на острове ниуатопутапу. информации о жертвах и разрушениях не поступало. угроза цунами не объявлялась. "
science,"биологи нашли рецепторы и гены, управляющие сжиганием жира","международный коллектив нейрофизиологов открыл в мозге мышей необычный рецептор, который управляет процессом сжигания жира в организме, и научились управлять им, защитив при его помощи мышей от ожирения и диабета, говорится в статье, опубликованной в журнале cell reports. ""мы раскрыли молекулярный процесс, управляющей расходами энергии в организме, и его можно использовать для того, чтобы предотвратить развитие ожирения и нарушений в метаболизме, связанных с диабетом. полная защита животных от диабета и ожирения и отсутствие каких-либо изменений в их аппетите и уровне активности говорят о том, что нейротрофиновый рецептор p75 является ключом к сжиганию жира"", — заявил бернат баец-раджа (bernat baez-raja) из университета калифорнии в сан-франциско (сша). баец-раджа и его коллеги открыли потенциально самый ""прямой"" и действенный способ сбросить лишний вес, изучая работу различных нервных клеток, связанных с нейротропным гормоном роста (bdnf) – веществом, стимулирующим рост нейронов в зародыше и формирование новых связей между клетками. изучая эти нейроны, ученые заметили, что мыши, у которых ген bdnf был временно отключен, начинали переедать и быстро приобретали ожирение. это натолкнуло их на мысль, что какая-то из цепочек нервных клеток, связанная с bdnf, может отвечать за управление жировыми запасами. "
science,ученые: при кризисах люди голосуют за более светлокожих политиков,"экономические кризисы и политическая нестабильность правительства заставляют избирателей неосознанно выбирать самых светлокожих политиков во время выборов, заявляют социологи, опубликовавшие статью в journal of personality and social psychology. ""во времена стабильной работы системы, и светло- и темнокожие люди голосуют за представителей своих групп, тем самым улучшая их социальное положение. но с другой стороны, когда политическая лодка начинает раскачиваться, и белые, и черные избиратели предпочитают сохранять статус-кво, и поэтому голосуют за самых светлокожих кандидатов"", — заявил чадли стерн (chadly stern) из университета нью-йорка (сша). стерн и его коллеги пришли к такому выводу в ходе эксперимента, в рамках которого авторы статьи пытались  раскрыть политические предпочтения нескольких десятков добровольцев в различных социальных контекстах и ситуациях. в качестве ""кандидата"" на роль чиновника в местном департаменте образования или в каком-то важном федеральном органе власти выступал малознакомый большинству американцев канадский хоккеист джером игинла, у которого отец происходит родом из нигерии, а мать является белокожей жительницей канады.  "
science,космологи из сша вновь говорят об открытии гравитационных волн,"известный космолог лоуренс краусс заявил, что его заявление об открытии гравитационных волн на обсерватории ligo получило ""независимое подтверждение"", о чем он сообщил в своем микроблоге в сети twitter. гравитационные волны, согласно теории относительности эйнштейна, испускает любая материя, движущаяся с ускорением. чем выше ускорение и масса объекта, тем более заметными они будут. потенциальные источники этих волн, в том числе пары нейтронных звезд, белых карликов и черных дыр, расположены так далеко от земли, что исходящие от них волны почти невозможно зафиксировать. в начале октября в twitter начали расползаться слухи о том, что специалистам ligo удалось найти первые намеки на то, что детектору удалось зафиксировать прохождение одной или нескольких гравитационных волн. их источником был известный космолог лоуренс краусс, обладающий связями с участниками проекта. журнал nature попытался связаться с пресс-службой ligo, которая одновременно и не подтвердила, и не стала опровергать эти слухи, заявив, что их официальный ответ заключается в том, что они сейчас анализируют данные. сегодня краусс заявил, что его первоначальные догадки нашли независимое подтверждение, и повысил вероятность справедливости слухов с 10-15% до 60%. "
science,"ученые нашли в сырной плесени вещество, убивающее рак и супермикробов","белок низин, выделяемый лактобактериями при свертывании молока и созревании сыров и других молочных продуктов, оказался способен уничтожать раковые клетки и убивать микробов, устойчивых для действия антибиотиков, заявляют ученые в статье, опубликованной в journal of antimicrobial chemotherapy. ""на сегодняшний день пока не существует бактерий, которые обладали бы иммунитетом или стойкостью к действию низина. мать-природа на протяжении тысяч лет проводила исследования и улучшала действие своих снадобий. теперь мы можем использовать низин не только для защиты продуктов, но и для борьбы с инфекциями, раком и периодонтитом"", — заявила ивонн капила (yvonne kapila) из университета штата мичиган в энн-арборе (сша). капила и ее коллеги пришли к такому выводу, изучая действие различных веществ, встречающихся в пище и в живых организмах, на культуры раковых клеток, устойчивых к действию химиотерапии и других методов борьбы с злокачественными опухолями.  одним из них был низин – белок молочнокислых бактерий lactococcus lactis, который можно найти во почти всех молочных продуктах, в том числе и в сыре, и который многие пищевые компании используют в качестве консерванта. это вещество было выделено биохимиками еще в конце 30 годов, однако в качестве антибиотика оно почти не используется. в прошлые годы целый ряд ученых нашел намеки на то, что низин может замедлять рост раковых опухолей. группа капилы проверила, так ли это, добавив в рацион нескольких крыс, в чьей шее и в голове росли злокачественные опухоли, особый ""молочный коктейль"", содержавший в себе достаточно большую дозу низина – примерно в 25-30 раз больше, чем его содержится в сыре и в других продуктах. "
science,астронавты сша и японии приступают к подготовке в звездном городке,"астронавт nasa скотт тингл и астронавт jaxa норишиге канаи приступают к прохождению подготовки в подмосковном звездном городке, говорится в сообщении центра подготовки космонавтов (цпк) имени гагарина. ""я рад, что приступаю к подготовке в цпк. люди и атмосфера здесь меня очень сильно вдохновляют. как сказал юрий гагарин – ""поехали!"", — отметил астронавт nasa. астронавт японского космического агентства поддержал слова коллеги и добавил, что для него большая честь находиться и работать здесь. ""я уверен, что инструкторы центра подготовки космонавтов – отличные специалисты и профессионалы, всегда помогут"", – сказал канаи. подготовка в цпк имени гагарина для астронавтов начнется с курса ""выживания"". прежде чем приступить к двухсуточной тренировке по отработке действий после приземления в лесисто-болотистой местности зимой тингл и канаи посетят теоретические и практические занятия. в соответствии с программой подготовки астронавты также изучат конструкцию и системы транспортного пилотируемого корабля ""союз тма-м"", ""союз мс"" и российского сегмента мкс. специалисты центра проведут с тинглом и канаи тренировочные занятия по действиям в случае посадки в различных климатогеографических зонах. в программу войдут отдельные элементы медико-биологической подготовки, а также изучение русского языка. предполетная подготовка завершится экзаменационной сессией и комплексными экзаменационными тренировками. "
science,ученый: плутон превратится в обитаемую планету-океан через 5 млрд лет,"плутон и ряд спутников юпитера и сатурна могут стать планетами-океанами, в водах которых теоретически сможет существовать жизнь, примерно через пять миллиардов лет, когда солнце превратится в красного гиганта, заявляет профессор из университета эксетера в статье, размещенной на портале exoclimes.com примерно через 4,5-5 миллиарда лет наше солнце исчерпает запасы водорода, ""ядерного горючего"", и начнет сжигать гелий, в результате чего его недра разогреются до сверхвысоких температур, а внешние оболочки светила раздуются, поглотив венеру и меркурий и превратив землю в безжизненный раскаленный шар. фредерик понт (frederic pont) из университета эксетера (великобритания) задумался о том, как превращение солнца в красного гиганта повлияет на то, как будут выглядеть европа и ганимед, спутники юпитера, энцелад и титан, спутники сатурна, и плутон. все они представляют собой шары из замороженного водяного льда, азота, аммиака и углеводородов, и в недрах части из них существует теплый подледный океан. по словам понта, почти никто раньше не задумывался о том, станут ли эти планеты потенциально обитаемыми после того, как солнце ""раздуется"", и сможет ли на них возникнуть жизнь. он исправил этот недостаток, прокрутив несколько возможных сценариев старения солнечной системы на суперкомпьютере. как показали его расчеты, после исчерпания запасов водорода центр так называемой зоны жизни – пучка орбит, где вода может существовать в жидком виде, – сместится от окрестностей орбиты земли, где она сегодня находится, к орбите юпитера. благодаря этому европа и ганимед должны полностью растаять и превратиться в планеты-океаны. "
science,"россия создает ""робот-аватар"" для работы в опасных условиях","российское нпо ""андроидная техника"" проводит проработку перспективного ""робота-аватара"" — антропоморфной робототехнической системы (артс), способной в перспективе заменить человека во время работы в опасных условиях, сообщил риа новости генеральный директор предприятия александр пермяков. ""в настоящее время в рамках договора с фондом перспективных исследований нпо ""андроидная техника"" ведёт разработку и проектирование ""робота-аватара"" с комбинированной системой управления с целью полной замены человека при выполнении работ в опасных и вредных условиях"", — отметил пермяков. аватары для мкс по его словам, ""андроидная техника"" совместно с фгуп ""цниимаш"" в 2010-2015 годах разработали робототехническую систему для дистанционного проведения научных экспериментов, выполнения контроля и обслуживания научной и служебной аппаратуры и других работ в открытом космосе в режиме реального времени. ""в этот период также были проведены экспериментальные исследования программно-аппаратного комплекса рабочего места оператора с созданием максимального эффекта погружения в среду для управления артс на разработанном интерактивном 3d-тренажёре с привлечением 34 специалистов из центра подготовки космонавтов (цпк) имени гагарина"", — сказал пермяков. кроме того, был проведён совместный эксперимент с научно-исследовательским центром искусственного интеллекта (dfki, германия) по дистанционному манипулированию объектами. почти человек отвечая на вопрос, существуют ли в настоящее время готовые технологии, позволяющие создать ""полноценного аватара"", глава нпо ""андроидная техника"" сказал, что на сегодняшний день разработаны робототехнические системы, работающие в режиме дистанционного (da vinci, telesar v, justin, atlas) и супервизорного (robonaut 2, aila, sar-401, valkyrie) управления. ""копирующий режим управления с использованием специального костюма, позволяющего оператору чувствовать те же усилия, что прилагает робот, манипулируя инструментами, применяется при управлении роботами robonaut-2, telesar v, sar-400, sar-401 и justin. каждый из перечисленных роботов оснащён видеокамерами высокого качества с большим углом обзора, передающими стереоскопическое изображение на 3d-дисплей, расположенный в шлеме оператора"", — уточнил пермяков. по его словам, режим дистанционного управления предоставляет возможность непрерывного контроля за действиями робота. ""это техническое решение в условиях отсутствия прямой видимости или ограниченного угла обзора рабочего пространства обеспечивает оператору увеличение поля зрения и позволяет вести наблюдение с естественной точки обзора: через приближенную к человеческому зрению оптическую систему, установленную в ""голове"" робота. экзоскелетные технологии, разрабатываемые нпо ""андроидная техника"", помимо управления артс с силомоментной обратной связью, включают также и силовые решения, направленные на увеличение мышечной силы человека"", — констатировал гендиректор нпо ""андроидная техника"". андроиды для луны и марса пермяков отметил, что использование робототехнических систем антропоморфного типа позволит проводить научные эксперименты, контролировать и обслуживать научную и служебную аппаратуру и выполнять прочие трудоемкие работы в условиях недетерменированной среды. ""это актуально, в том числе, для освоения луны и марса, где робототехнические системы способны будут проводить развёртывание станций, подготовку помещений и внешней инфраструктуры, монтировать силовые установки и прочие напланетные конструкции без непосредственного присутствия человека в опасных для жизни условиях. кроме того, использование артс позволит повысить эффективность космических полетов, снизить расходы на их эксплуатацию, повысить безопасность работы космонавта"", — заключил гендиректор нпо ""андроидная техника""."
